-2.0e0 -1.3e0 -6.7589386e-3 -6.7589386e-3
-1.833334e0 -1.3e0 -1.17369737e-2 -1.17369737e-2
-1.6666681e0 -1.3e0 -1.9120302e-2 -1.9120302e-2
-1.5000021e0 -1.3e0 -2.9171065e-2 -2.9171065e-2
-1.3333362e0 -1.3e0 -4.1579689e-2 -4.1579689e-2
-1.1666702e0 -1.3e0 -5.5188899e-2 -5.5188899e-2
-1.0000043e0 -1.3e0 -6.7879567e-2 -6.7879567e-2
-8.333383e-1 -1.3e0 -7.67819482e-2 -7.67819482e-2
-6.666723e-1 -1.3e0 -7.8880678e-2 -7.8880678e-2
-5.000063e-1 -1.3e0 -7.1860869e-2 -7.1860869e-2
-3.333403e-1 -1.3e0 -5.5044485e-2 -5.5044485e-2
-1.666743e-1 -1.3e0 -2.9908044e-2 -2.9908044e-2
-8.3e-6 -1.3e0 -1.53168156e-6 -1.53168156e-6
1.6665771e-1 -1.3e0 2.990506e-2 2.990506e-2
3.3332372e-1 -1.3e0 5.5041739e-2 5.5041739e-2
4.9998972e-1 -1.3e0 7.18585e-2 7.18585e-2
6.6665572e-1 -1.3e0 7.8878711e-2 7.8878711e-2
8.3332172e-1 -1.3e0 7.67815984e-2 7.67815984e-2
9.9998772e-1 -1.3e0 6.78803969e-2 6.78803969e-2
1.16665372e0 -1.3e0 5.518976e-2 5.518976e-2
1.3333197e0 -1.3e0 4.1581302e-2 4.1581302e-2
1.4999857e0 -1.3e0 2.9172026e-2 2.9172026e-2
1.6666516e0 -1.3e0 1.9121077e-2 1.9121077e-2
1.8333176e0 -1.3e0 1.17375992e-2 1.17375992e-2
1.9999835e0 -1.3e0 6.759364e-3 6.759364e-3

-2.0e0 -1.191667e0 -8.8533661e-3 -8.8533661e-3
-1.833334e0 -1.191667e0 -1.53739783e-2 -1.53739783e-2
-1.6666681e0 -1.191667e0 -2.5045197e-2 -2.5045197e-2
-1.5000021e0 -1.191667e0 -3.8210648e-2 -3.8210648e-2
-1.3333362e0 -1.191667e0 -5.446401e-2 -5.446401e-2
-1.1666702e0 -1.191667e0 -7.2290651e-2 -7.2290651e-2
-1.0000043e0 -1.191667e0 -8.8913171e-2 -8.8913171e-2
-8.333383e-1 -1.191667e0 -1.00517238e-1 -1.00517238e-1
-6.666723e-1 -1.191667e0 -1.03280911e-1 -1.03280911e-1
-5.000063e-1 -1.191667e0 -9.4116167e-2 -9.4116167e-2
-3.333403e-1 -1.191667e0 -7.2084839e-2 -7.2084839e-2
-1.666743e-1 -1.191667e0 -3.9176813e-2 -3.9176813e-2
-8.3e-6 -1.191667e0 -2.00644167e-6 -2.00644167e-6
1.6665771e-1 -1.191667e0 3.9172903e-2 3.9172903e-2
3.3332372e-1 -1.191667e0 7.2081242e-2 7.2081242e-2
4.9998972e-1 -1.191667e0 9.4113065e-2 9.4113065e-2
6.6665572e-1 -1.191667e0 1.03278334e-1 1.03278334e-1
8.3332172e-1 -1.191667e0 1.00515231e-1 1.00515231e-1
9.9998772e-1 -1.191667e0 8.89144724e-2 8.89144724e-2
1.16665372e0 -1.191667e0 7.2292422e-2 7.2292422e-2
1.3333197e0 -1.191667e0 5.4466397e-2 5.4466397e-2
1.4999857e0 -1.191667e0 3.8211769e-2 3.8211769e-2
1.6666516e0 -1.191667e0 2.5046393e-2 2.5046393e-2
1.8333176e0 -1.191667e0 1.53747131e-2 1.53747131e-2
1.9999835e0 -1.191667e0 8.853896e-3 8.853896e-3

-2.0e0 -1.083334e0 -1.1327774e-2 -1.1327774e-2
-1.833334e0 -1.083334e0 -1.9670383e-2 -1.9670383e-2
-1.6666681e0 -1.083334e0 -3.2044894e-2 -3.2044894e-2
-1.5000021e0 -1.083334e0 -4.8890353e-2 -4.8890353e-2
-1.3333362e0 -1.083334e0 -6.9686737e-2 -6.9686737e-2
-1.1666702e0 -1.083334e0 -9.2495322e-2 -9.2495322e-2
-1.0000043e0 -1.083334e0 -1.1372046e-1 -1.1372046e-1
-8.333383e-1 -1.083334e0 -1.28692378e-1 -1.28692378e-1
-6.666723e-1 -1.083334e0 -1.32161163e-1 -1.32161163e-1
-5.000063e-1 -1.083334e0 -1.20421504e-1 -1.20421504e-1
-3.333403e-1 -1.083334e0 -9.2255244e-2 -9.2255244e-2
-1.666743e-1 -1.083334e0 -5.0130635e-2 -5.0130635e-2
-8.3e-6 -1.083334e0 -2.56694116e-6 -2.56694116e-6
1.6665771e-1 -1.083334e0 5.0125633e-2 5.0125633e-2
3.3332372e-1 -1.083334e0 9.2250641e-2 9.2250641e-2
4.9998972e-1 -1.083334e0 1.20417535e-1 1.20417535e-1
6.6665572e-1 -1.083334e0 1.32157866e-1 1.32157866e-1
8.3332172e-1 -1.083334e0 1.2868981e-1 1.2868981e-1
9.9998772e-1 -1.083334e0 1.13718552e-1 1.13718552e-1
1.16665372e0 -1.083334e0 9.2496591e-2 9.2496591e-2
1.3333197e0 -1.083334e0 6.9688911e-2 6.9688911e-2
1.4999857e0 -1.083334e0 4.8891481e-2 4.8891481e-2
1.6666516e0 -1.083334e0 3.2046606e-2 3.2046606e-2
1.8333176e0 -1.083334e0 1.9671294e-2 1.9671294e-2
1.9999835e0 -1.083334e0 1.13285333e-2 1.13285333e-2

-2.0e0 -9.75001e-1 -1.41575562e-2 -1.41575562e-2
-1.833334e0 -9.75001e-1 -2.4584431e-2 -2.4584431e-2
-1.6666681e0 -9.75001e-1 -4.0050046e-2 -4.0050046e-2
-1.5000021e0 -9.75001e-1 -6.1101944e-2 -6.1101944e-2
-1.3333362e0 -9.75001e-1 -8.7095013e-2 -8.7095013e-2
-1.1666702e0 -9.75001e-1 -1.15599046e-1 -1.15599046e-1
-1.0000043e0 -9.75001e-1 -1.421207e-1 -1.421207e-1
-8.333383e-1 -9.75001e-1 -1.60867635e-1 -1.60867635e-1
-6.666723e-1 -9.75001e-1 -1.65234769e-1 -1.65234769e-1
-5.000063e-1 -9.75001e-1 -1.50536856e-1 -1.50536856e-1
-3.333403e-1 -9.75001e-1 -1.15292429e-1 -1.15292429e-1
-1.666743e-1 -9.75001e-1 -6.2666232e-2 -6.2666232e-2
-8.3e-6 -9.75001e-1 -3.2086144e-6 -3.2086144e-6
1.6665771e-1 -9.75001e-1 6.265998e-2 6.265998e-2
3.3332372e-1 -9.75001e-1 1.15286676e-1 1.15286676e-1
4.9998972e-1 -9.75001e-1 1.50531894e-1 1.50531894e-1
6.6665572e-1 -9.75001e-1 1.65230647e-1 1.65230647e-1
8.3332172e-1 -9.75001e-1 1.60864424e-1 1.60864424e-1
9.9998772e-1 -9.75001e-1 1.42118321e-1 1.42118321e-1
1.16665372e0 -9.75001e-1 1.15603275e-1 1.15603275e-1
1.3333197e0 -9.75001e-1 8.7098169e-2 8.7098169e-2
1.4999857e0 -9.75001e-1 6.1104688e-2 6.1104688e-2
1.6666516e0 -9.75001e-1 4.0052263e-2 4.0052263e-2
1.8333176e0 -9.75001e-1 2.458569e-2 2.458569e-2
1.9999835e0 -9.75001e-1 1.41583528e-2 1.41583528e-2

-2.0e0 -8.6666801e-1 -1.72835876e-2 -1.72835876e-2
-1.833334e0 -8.6666801e-1 -3.001268e-2 -3.001268e-2
-1.6666681e0 -8.6666801e-1 -4.8893645e-2 -4.8893645e-2
-1.5000021e0 -8.6666801e-1 -7.4595091e-2 -7.4595091e-2
